,Home Team,Home Score,Away Team,Away Score,HomeAway Bool
730,Army,70,Houston,14,0
731,Troy,42,Buffalo,32,0
732,Hawaii,14,Louisiana Tech,31,1
733,Minnesota,34,Georgia Tech,10,0
734,TCU,10,California,7,0
735,Duke,56,Temple,27,0
736,Wisconsin,35,Miami FL,3,0
737,Baylor,45,Vanderbilt,38,0
738,Auburn,63,Purdue,14,0
739,Syracuse,34,West Virginia,18,0
740,Washington St,28,Iowa St,26,0
741,Virginia,28,South Carolina,0,0
742,Florida,41,Michigan,15,0
743,Nevada,16,Arkansas St,13,0
744,Clemson,30,Notre Dame,3,0
745,Alabama,45,Oklahoma,34,0
746,Cincinnati,35,Virginia Tech,31,0
747,Stanford,14,Pittsburgh,13,0
748,Oregon,7,Michigan St,6,0
749,Oklahoma St,38,Missouri,33,0
750,Northwestern,31,Utah,20,0
751,Texas A&M,52,NC State,13,0
752,Iowa,27,Mississippi St,22,0
753,LSU,40,UCF,32,0
754,Kentucky,27,Penn St,24,0
755,Ohio St,28,Washington,23,0
756,Texas,28,Georgia,21,0
757,Clemson,44,Alabama,16,0
