,Home Team,Home Score,Away Team,Away Score,HomeAway Bool
729,Wisconsin,23,USC,21,0
730,Louisville,27,Texas A&M,21,0
731,Houston,38,Florida St,24,0
732,Alabama,38,Michigan St,0,0
733,Clemson,37,Oklahoma,17,0
734,Ohio St,44,Notre Dame,28,0
735,Tennessee,45,Northwestern,6,0
736,Michigan,41,Florida,7,0
737,Stanford,45,Iowa,16,0
738,Mississippi,48,Oklahoma St,20,0
739,TCU,47,Oregon,41,0
740,Arizona St,42,West Virginia,43,1
741,Arkansas,45,Kansas St,23,0
742,Georgia,24,Penn St,17,0
743,Alabama,45,Clemson,40,0
